data,label
"[b'man', b'bitch', b'dont', b'call', b'back', b'job', b'cuhh', b'uma', b'snapping']",1
"[b'man', b'im', b'glad', b'im', b'around', b'see', b'redskins', b'go', b'playoffs', b'considering', b'happens', b'lifetime', b'redskinsblow']",2
"[b'man', b'zebra', b'print', b'dress', b'robs', b'bank', b'httptcoxapayzbge']",2
"[b'man', b'bad', b'built', b'bitches', b'san', b'antonioamp', b'u', b'cant', b'wear', b'thong', b'beach', b'yo', b'ass', b'bet', b'retweet']",1
"[b'man', b'bitch', b'beautiful', b'helen', b'troy']",1
"[b'man', b'stop', b'acting', b'like', b'faggots', b'go', b'win', b'kaepernick']",1
"[b'man', b'talk', b'em', b'rt', b'straightcash', b'of', b'course', b'nothing', b'wrong', b'applebees', b'like', b'trash', b'food']",2
"[b'man', b'bad', b'bitchesbroke', b'niggaz', b'tweet', b'trapi', b'feed', b'bullshit', b'negativity', b'niggaz', b'line', b'plate']",1
"[b'man', b'nigga', b'courage', b'always', b'bein', b'bitch', b'hit', b'dat', b'shit', b'lil', b'nigga', b'httptcokcbyvvgy']",1
"[b'man', b'run', b'game', b'aint', b'hoe', b'fuck', b'alex', b'dont', b'even', b'need', b'bitch', b'ass']",1
"[b'man', b'theres', b'lot', b'fat', b'bitches']",1
"[b'man', b'bitches', b'boring', b'yo', b'where', b'outgoing', b'fun', b'wild', b'bitches']",1
"[b'man', b'hoes', b'familiar', b'one', b'minute', b'team', b'next', b'minute', b'aint', b'witcha']",1
"[b'man', b'bitch', b'smells', b'like', b'cheap', b'lip', b'stick']",1
"[b'man', b'da', b'fuck', b'let', b'hoe', b'background', b'looking', b'like', b'got', b'damn', b'zebra', b'betawards']",1
"[b'man', b'hoes', b'even', b'bother', b'wearing', b'clothes', b'theyre', b'going', b'like']",1
"[b'man', b'ugliest', b'bitches', b'talk']",1
"[b'man', b'i', b'got', b'fucked', b'within', b'inch', b'life', b'evening', b'im', b'unbothered', b'bitch', b'carryon']",1
"[b'man', b'im', b'wish', b'big', b'booty', b'bytches', b'would', b'use', b'nickname', b'judy', b'shy', b'typical', b'old']",1
"[b'man', b'aunt', b'petunia', b'royal', b'bitch']",1
"[b'man', b'serious', b'shiner', b'charas', b'sporting', b'yowza']",2
"[b'mane', b'dis', b'nicca', b'call', b'mo', b'time', b'n', b'say', b'finna', b'pull', b'dnt', b'pull']",1
"[b'mane', b'wtf', b'i', b'wake', b'look', b'da', b'window', b'showin', b'like', b'mf', b'outsidegood', b'thing', b'nicca', b'went', b'walmart', b'yesterday', b'good', b'aone', b'snacks']",1
"[b'mann', b'first', b'game', b'weeks', b'cant', b'wait', b'redskin', b'always', b'redskin']",2
"[b'mann', b'pussy', b'throwback']",1
"[b'mann', b'jada', b'pickett', b'badddddd', b'bitch', b'lawd']",1
"[b'mannnn', b'tonight', b'feels', b'like', b'trash']",2
"[b'mannnnnn', b'hoes', b'aint', b'loyal']",1
"[b'manual', b'labor', b'trash']",2
"[b'many', b'people', b'claiming', b'slippery', b'slope', b'absolute', b'ones', b'said', b'slippery', b'slope', b'argument', b'paranoid', b'delusional', b'tcot']",2
"[b'maple', b'room', b'bitch', b'sacto', b'style']",1
"[b'marca', b'got', b'many', b'hoes', b'confused']",1
"[b'marcus', b'colston', b'damn', b'trash']",1
"[b'marcus', b'smart', b'belongs', b'celtics', b'both', b'trash', b'it', b'destiny']",2
"[b'marcus', b'hoe', b'schleeeeeeeeeeppppppp']",1
"[b'marijuana', b'turn', b'good', b'pussy', b'great']",1
"[b'marijuana', b'hydro', b'pussy', b'hoe', b'ass', b'titties']",1
"[b'marilyn', b'monroe', b'set', b'standard', b'hoes', b'achieve', b'society']",1
"[b'mark', b'teixeira', b'finally', b'stepping', b'hr', b'couple', b'bbs', b'yankees']",2
"[b'married', b'skinny', b'bitch', b'trickin', b'wit', b'thick', b'bitch', b'she', b'got', b'sum', b'big', b'hips', b'i', b'call', b'boa', b'hypocrite']",1
"[b'mary', b'jane', b'dumb', b'bitch', b'peter', b'job', b'saving', b'city', b'spiderman', b'shes', b'bitching', b'hasnt', b'came', b'play']",1
"[b'matai', b'ngeli', b'alu', b'polosi', b'ho', b'nifo']",2
"[b'math', b'forever', b'confusing', b'retard']",1
"[b'matt', b'cancer', b'free', b'gotta', b'hoes', b'throw', b'booty', b'bedtime']",1
"[b'matt', b'got', b'shades', b'tryin', b'scope', b'bitch', b'httptcoywaqhgwf']",1
"[b'maury', b'funny', b'sometimes', b'ratchet', b'hoes', b'need', b'get', b'knocked', b'fuck']",1
"[b'may', b'bird', b'paradise', b'fly', b'nose', b'may', b'elephant', b'caress', b'toes', b'may', b'wife', b'runners', b'u', b'httptcohees']",2
"[b'maybe', b'barackobama', b'colored', b'blind', b'red', b'lines', b'tough', b'talk', b'walk', b'tcot']",2
"[b'maybe', b'i', b'dont', b'feel', b'great', b'i', b'got', b'hrs', b'sleep', b'surely', b'last', b'nights', b'boxes', b'cookies', b'amp', b'crackers', b'dinner', b'chunk']",2
"[b'maybe', b'i', b'dont', b'text', b'first', b'read', b'messages', b'dont', b'respond', b'k', b'bitch', b'ncpostgrad']",1
"[b'maybe', b'i', b'shoulda', b'informed', b'cousin', b'social', b'anxiety', b'taking', b'crowded', b'bar', b'on', b'bright', b'side', b'texas', b'hott', b'bitches']",1
"[b'maybe', b'ill', b'love', b'one', b'day', b'maybe', b'well', b'someday', b'grow', b'till', b'sit', b'drunk', b'ass', b'runway', b'hoe']",1
"[b'maybe', b'im', b'bitter', b'ass', b'nigguh', b'like', b'obito']",1
"[b'maybe', b'im', b'one', b'maybe', b'im', b'two', b'maybe', b'im', b'nigguh', b'call', b'youre']",1
"[b'maybe', b'werent', b'conceited', b'bitch', b'people', b'would', b'like']",1
"[b'maybe', b'next', b'time', b'day', b'drink', b'ill', b'balance', b'bitch', b'mary', b'jane', b'cause', b'itslevelstoothisshit']",1
"[b'maybe', b'reluctantly', b'theyve', b'done', b'what', b'mean', b'discrimination', b'law', b'state', b'culturally', b'queer', b'people', b'state']",1
"[b'maybe', b'eat', b'makeup', b'pretty', b'inside', b'also', b'bitch']",1
"[b'mayweather', b'pussy', b'hes', b'winning', b'cus', b'picks', b'fight', b'picks', b'nobody', b'fighters', b'fightpacquiao', b'floydmayweather']",0
"[b'mccann', b'although', b'greatest', b'seasons', b'would', b'step', b'russel', b'martin', b'mccann', b'carlos', b'ruiz', b'mlb', b'yankees']",2
"[b'mcdonalds', b'hella', b'trash']",2
"[b'mcdonalds', b'pipe', b'self', b'defence', b'beating', b'httptcogkwbobjtc', b'this', b'one', b'nigger', b'whos', b'hand', b'i', b'would', b'shake', b'thats', b'deal', b'sheboons']",0
"[b'me', b'amp', b'elizabeth', b'bitches']",1
"[b'me', b'amp', b'lew', b'differ', b'philosophy', b'i', b'say', b'smack', b'bitch', b'bet', b'watch', b'mouf']",1
"[b'me', b'amp', b'hubby', b'relaxing', b'studio', b'lilthen', b'headed', b'str', b'honey', b'doo', b'wop', b'wops', b'bday', b'bash', b'kristen', b'httptcofonjofdzjc']",2
"[b'me', b'amp', b'next', b'bitch', b'gone', b'turn', b'fashion', b'side', b'amp', b'aint', b'wearing', b'nun', b'designer', b'shit', b'that', b'shit', b'basic', b'af']",1
"[b'me', b'bryan', b'still', b'bitch']",1
"[b'me', b'da', b'iamcolinquinn', b'gonna', b'reboot', b'da', b'jeffersons', b'only', b'dis', b'time', b'gonna', b'weezy', b'married', b'pre', b'op', b'trannies']",1
"[b'me', b'big', b'ol', b'titty', b'bitch', b'saverearose', b'httptcohgmdurjfyt']",1
"[b'me', b'bitch', b'httptcoasyjvktt']",1
"[b'me', b'bitch', b'song', b'ifihadme', b'httptcoqltelfaf']",1
"[b'me', b'homie', b'houhefner', b'rockin', b'bitch', b'night', b'meetushere', b'now', b'httptcoolvikld']",1
"[b'me', b'nig', b'yungnaughti', b'running', b'shit', b'miami', b'court', b'lost', b'one', b'game', b'days']",1
"[b'me', b'nigguh', b'stay', b'doin']",1
"[b'me', b'song', b'bird', b'sang', b'hs', b'gospel', b'choir', b'httptcoajhwhprwc']",2
"[b'me', b'calling', b'bout', b'nigga', b'shit', b'birds', b'amp', b'nigga', b'aint', b'fucking', b'i', b'fucking', b'care']",1
"[b'me', b'gusta', b'pollo', b'espaol', b'lol']",2
"[b'me', b'n', b'niccas', b'ya', b'type', b'neva', b'exchange', b'wanna', b'talk', b'n', b'still', b'gain', b'us']",1
"[b'me', b'sarayeagley', b'caffenate', b'bitch', b'i', b'dont', b'know', b'use', b'daves', b'coffee', b'maker', b'struggles', b'cleadventures']",1
"[b'me', b'folks', b'try', b'come', b'ok', b'hoe', b'cool', b'httptcoqdufivvwha']",1
"[b'me', b'rt', b'officialcnote', b'coolin', b'hoes', b'httptcovcmeismg']",1
"[b'me', b'mom', b'honestly', b'thank', b'making', b'bad', b'bitch', b'mom', b'youve', b'gotta', b'stop']",1
"[b'me', b'downloads', b'flappy', b'bird', b'sierra', b'welp', b'goes', b'school']",2
"[b'me', b'put', b'twist', b'tie', b'bags', b'ice', b'youll', b'get', b'car', b'kiersten', b'nahh', b'bitch', b'itll', b'cool', b'httptcofconsd']",1
"[b'meatloaf', b'cream', b'potatoes', b'deer', b'steak', b'gravy', b'pinto', b'beans', b'cornbread', b'pear', b'cobbler', b'n', b'bread', b'pudding', b'fhc']",2
"[b'meek', b'nut', b'shit', b'one', b'time', b'bitch', b'i', b'guess', b'yall', b'forgot', b'hoe', b'shit', b'wale', b'twitter', b'oh', b'ok']",1
"[b'meek', b'mill', b'said', b'get', b'yo', b'game', b'lose', b'yo', b'bitch', b'damn', b'lol']",1
"[b'meet', b'indias', b'amazing', b'deathdefying', b'monkey', b'king', b'httptcodgcmlfsirh', b'httptcovywfswwdv']",2
"[b'megatron', b'mustve', b'fucked', b'stafford', b'bitch', b'something', b'he', b'throw', b'mans', b'ball']",1
"[b'mei', b'haruka', b'tied', b'takes', b'three', b'cocks', b'pussy', b'andmouth', b'httptcojncmczefss']",1
"[b'melo', b'shouldve', b'got', b'bitch', b'east']",1
"[b'member', b'bitches', b'put', b'le', b'front', b'everything', b'you', b'foreign', b'mf']",1
"[b'members', b'nontraditional', b'religions', b'subhuman', b'trash']",0
"[b'memorial', b'weekend', b'early', b'bird', b'wine', b'walk', b'price', b'still', b'available', b'we', b'participating', b'locations', b'httptcobbyotneebn']",2
"[b'mentions', b'probably', b'look', b'like', b'septic', b'tank', b'rt', b'billcosby', b'go', b'ahead', b'meme', b'httptcoqttvwwicy', b'cosbymeme', b'httptcoimbrfzn']",2
"[b'merry', b'christmas', b'bitches', b'httptcoxrklonwzgn']",1
"[b'merry', b'christmas', b'yall', b'bitches', b'hoes']",1
"[b'messi', b'thinking', b'ronaldo', b'bitch', b'couldnt', b'even', b'make', b'group', b'ahaaaaa']",1
"[b'messy', b'ass', b'hoes', b'aint', b'fucking', b'friend']",1
"[b'messy', b'asss', b'bitches', b'i', b'would', b'blast', b'yall', b'dumb', b'bitches', b'im', b'even', b'gon', b'stoop', b'yalls', b'level']",1
"[b'met', b'bad', b'bitch', b'chicago', b'my', b'hat', b'wasnt', b'cocked', b'yo']",1
"[b'met', b'foreign', b'bitch', b'wesley', b'better', b'call']",1
"[b'met', b'woman', b'trying', b'feed', b'crow', b'brazil', b'nut']",2
"[b'met', b'bitch', b'online', b'call', b'ebae']",1
"[b'mfs', b'dont', b'care', b'tha', b'kid', b'except', b'niggas', b'amp', b'bitch']",1
"[b'mfs', b'see', b'picture', b'couple', b'walking', b'stairs', b'together', b'amp', b'caption', b'goals', b'bitch', b'going', b'stairs']",1
"[b'mi', b'caldito', b'de', b'pollo', b'estuvo', b'incredible', b'ahora', b'snuggle', b'con', b'mi', b'snuggie', b'mi', b'hubby', b'queeee', b'riiikkooo']",2
"[b'mimi', b'worried', b'bout', b'stevie', b'j', b'marriage', b'bitch', b'aint', b'even', b'realize', b'made', b'sex', b'tape', b'married', b'man']",1
"[b'minos', b'dabosss', b'willyroast', b'caption', b'thisgt', b'httptcoqroegnjli', b'nah', b'bitchwere', b'gonna', b'keep', b'virginities']",1
"[b'miami', b'bitches']",1
"[b'miamis', b'run', b'defense', b'alex', b'smith', b'trash']",2
"[b'michael', b'sam', b'cut', b'proves', b'fags', b'dont', b'belong', b'football', b'nfl', b'heterosexual', b'sport', b'heterosexuals']",0
"[b'michigan', b'big', b'state', b'the', b'hoes', b'twitter', b'instagram', b'make', b'smaller']",1
"[b'middle', b'eastern', b'indonesian', b'women', b'beautiful', b'never', b'seen', b'ugly', b'bitch', b'bollywood', b'film', b'ever']",1
"[b'might', b'buy', b'bitch', b'bag', b'weekend', b'idk']",1
"[b'miley', b'cyrus', b'got', b'hardest', b'song', b'club', b'js', b'aint', b'feet', b'tho', b'hoes', b'love', b'boots']",1
"[b'miley', b'cyrus', b'wants', b'hump', b'things', b'smoke', b'weed', b'retarded', b'ass']",1
"[b'miley', b'cyrus', b'went', b'singer', b'tv', b'show', b'stripper', b'cant', b'rapshe', b'need', b'big', b'ass', b'tiddy', b'dat', b'bitch']",1
"[b'miley', b'cyrus', b'kinda', b'looks', b'like', b'retarded', b'care', b'bear']",1
"[b'milk', b'marie', b'dont', b'approve', b'ugly', b'hoes']",1
"[b'milk', b'marie', b'got', b'pretty', b'pussy', b'call', b'pink', b'cause', b'nigga', b'fell', b'love']",1
"[b'million', b'dollar', b'bitch', b'slap', b'ho']",1
"[b'millions', b'niggas', b'rap', b'can', b'yall', b'make', b'music', b'like', b'quality', b'song', b'not', b'spittin', b'bars', b'shit', b'play', b'wit', b'bitches']",1
"[b'mint', b'oreos', b'gtgtgt']",2
"[b'minus', b'retarded', b'poor', b'bots']",0
"[b'miss', b'niggah', b'leo']",1
"[b'miss', b'scary', b'hoes', b'httptcofzbysxvz']",1
"[b'miss', b'lil', b'bitch', b'xmasonlifex', b'httptcotqmmnmkcyn']",1
"[b'mississippi', b'state', b'fans', b'best', b'mock', b'its', b'easy', b'poor', b'state', b'its', b'hard', b'getting', b'wins', b'top', b'opponents', b'failstate']",2
"[b'missouri', b'got', b'swag', b'fags', b'lmao']",1
"[b'mitt', b'romney', b'gone', b'take', b'away', b'weave', b'become', b'president', b'hoes', b'gone', b'walkin', b'around', b'looking', b'like', b'lil', b'bill', b'amp', b'calliou']",1
"[b'mitt', b'romney', b'hates', b'big', b'bird', b'fascist']",2
"[b'mix', b'bitches']",1
"[b'monique', b'made', b'whole', b'fucking', b'career', b'offa', b'call', b'slim', b'girls', b'skinny', b'bitches', b'she', b'lost', b'weight', b'because', b'it', b'was', b'unhealthy', b'shes', b'done']",1
"[b'model', b'bitches', b'gym', b'working', b'fitness', b'dont', b'mean', b'nothing', b'cuz', b'still', b'gon', b'buy', b'titties']",1
"[b'modern', b'day', b'singers', b'talk', b'shit', b'rappers', b'talk', b'lolhoes']",1
"[b'molly', b'ellie', b'need', b'teas', b'cafeshaw', b'bound', b'i', b'go', b'everyone', b'else', b'amsterdam', b'i', b'couldnt', b'get', b'time', b'hey', b'ho']",2
"[b'molly', b'make', b'bitches', b'crazy']",1
"[b'mollys', b'bitch', b'love', b'comes', b'hate', b'goes']",1
"[b'mom', b'called', b'rude', b'ass', b'hoe', b'rude']",1
"[b'mom', b'really', b'came', b'found', b'anything', b'possible', b'bitch']",1
"[b'mom', b'said', b'i', b'couldnt', b'chocolate', b'milk', b'past', b'nine', b'i', b'punched', b'bitch', b'pussy', b'satan']",1
"[b'mom', b'youve', b'real', b'bitch', b'lately']",1
"[b'mom', b'heard', b'song', b'guy', b'bitches', b'long', b'something', b'could', b'fuck', b'world', b'hours', b'something', b'lolol']",1
"[b'momma', b'always', b'told', b'i', b'crazy', b'hoes', b'say', b'im', b'amazing', b'i', b'dont', b'listen', b'lady']",1
"[b'momma', b'always', b'told', b'i', b'crazy', b'hoes', b'say', b'im', b'amazing', b'i', b'dont', b'listen', b'lady']",1
"[b'mommy', b'said', b'pussy', b'cats', b'inside', b'dawgs', b'house']",2
"[b'moms', b'hoea', b'disrespectful', b'one', b'jusdahl', b'yall', b'bitches', b'trash', b'httptcobdftuenrm']",1
"[b'monday', b'like', b'saturday', b'bitchturnup']",1
"[b'money', b'gtgtgtgt', b'best', b'pussy']",1
"[b'money', b'aint', b'thang', b'bitch', b'thats', b'lie', b'it', b'controls', b'every', b'bitch', b'thats', b'alive']",1
"[b'money', b'cant', b'buy', b'love', b'i', b'dont', b'pay', b'pussy']",1
"[b'money', b'doesnt', b'make', b'happy', b'one', b'bit', b'money', b'makes', b'feel', b'comfortable', b'anything', b'i', b'get', b'pussy', b'dead', b'ass', b'broke', b'tho', b'tbh']",1
"[b'money', b'first', b'woman', b'second', b'hoes', b'last']",1
"[b'money', b'bin', b'mind', b'lately', b'i', b'think', b'time', b'leave', b'hoes', b'alone', b'get', b'program']",1
"[b'money', b'hungry', b'hoes', b'never', b'get', b'crumb']",2
"[b'money', b'make', b'bitches', b'fuck', b'niggas', b'steal']",1
"[b'money', b'impresses', b'broke', b'bitches']",1
"[b'money', b'bitches', b'even', b'though', b'i', b'love', b'ladies']",1
"[b'money', b'pussy', b'amp', b'freedom']",1
"[b'money', b'hoes', b'cars', b'clothes']",1
"[b'monkey', b'see', b'monkey', b'really', b'abu']",2
"[b'monkey', b'see', b'monkey', b'doo']",2
"[b'monkey', b'see', b'monkey', b'narnfraud', b'swiftee', b'amp', b'narnfraud', b'pathetic', b'disturbed', b'pair', b'thugs', b'mngop', b'proud', b'stribpol']",1
"[b'monopoly', b'fucking', b'stupid', b'fuck', b'dumb', b'ass', b'game', b'bitch', b'ass', b'shit']",1
"[b'montana', b'wisconsin', b'maine', b'new', b'hampshire', b'north', b'and', b'south', b'dakota', b'wyoming', b'all', b'places', b'move', b'exhoe', b'happy']",1
"[b'moral', b'story', b'if', b'like', b'yanks', b'ill', b'pretty', b'much', b'anything', b'tell']",2
"[b'more', b'disability', b'bigotry', b'left', b'rt', b'icampintense', b'aaronworthing', b'carolcnn', b'cnn', b'defend', b'palin', b'retards']",1
"[b'moreno', b'little', b'bitch', b'you', b'dumb', b'bitch']",1
"[b'morning', b'terror', b'read', b'oceans', b'trash', b'gone', b'one', b'knows', b'went', b'httptcocwclwcvt']",2
"[b'morning', b'trash', b'httptcoxbawwvom']",2
"[b'most', b'jordans', b'dropped', b'trash', b'fucked', b'like', b'pair', b'thats', b'including', b'columbian']",1
"[b'most', b'niccas', b'broke', b'always', b'n', b'limelight']",0
"[b'most', b'niggas', b'send', b'hate', b'thru', b'bitches']",1
"[b'most', b'time', b'i', b'thinking', b'bitch', b'u', b'gonna', b'give', b'pussy']",1
"[b'most', b'hoes', b'copy', b'paste', b'someone', b'copying', b'and', b'i', b'give', b'props']",1
"[b'most', b'niccas', b'i', b'thought', b'real', b'tried', b'derail']",1
"[b'most', b'bitches', b'aint', b'real']",1
"[b'mother', b'nature', b'hates', b'yankees', b'baseball']",2
"[b'mother', b'nature', b'drunk', b'bitch', b'knows', b'party']",1
"[b'mother', b'asked', b'i', b'wanted', b'christmas', b'year', b'replied', b'go', b'crazy', b'sister', b'bitch']",1
"[b'mother', b'b', b'bitch']",1
"[b'mother', b'fuck', b'everything', b'got', b'going', b'today', b'im', b'going', b'vegas', b'hours', b'bitch']",1
"[b'motherfuckas', b'tryna', b'hate', b'whip', b'acting', b'like', b'got', b'cooler', b'interiorlight', b'speakers', b'hell', b'nah', b'bitch', b'boys', b'httptcotrbopwkaug']",1
"[b'moving', b'bitch', b'weekend']",1
"[b'moving', b'always', b'bitch', b'im', b'excited', b'dallas', b'though']",1
"[b'mr', b'president', b'amp', b'homeland', b'security', b'please', b'ignore', b'foreign', b'threats', b'focus', b'sole', b'attention', b'police', b'force', b'acab', b'landofthefree']",2
"[b'mrnvr', b'get', b'pussy', b'u', b'virginnnn']",1
"[b'ms', b'st', b'aint', b'hoe', b'they', b'fuckin', b'auburn']",1
"[b'mufuckas', b'followin', b'bitch', b'tho']",1
"[b'mum', b'agrees', b'ur', b'wee', b'moody', b'cunt', b'cani', b'deal', b'fact', b'im', b'right', b'dadsbeingsilly']",1
"[b'mum', b'told', b'guy', b'one', b'direction', b'puffin', b'dutchy', b'nd', b'i', b'like', b'least', b'cunt', b'isny', b'mad', b'smackhead']",1
"[b'munching', b'ww', b'crackers', b'amp', b'studying', b'nycs', b'trans', b'syst', b'since', b'nyc', b'amp', b'i', b'havent', b'thing', b'yrs', b'clubinsomnia', b'vacay']",2
"[b'murda', b'mook', b'rip', b'shit']",1
"[b'murda', b'mook']",1
"[b'music', b'make', b'sick', b'bitch']",1
"[b'music', b'bitch', b'i', b'put']",1
"[b'music', b'sounds', b'million', b'times', b'better', b'car', b'i', b'love', b'sub', b'new', b'speakers', b'its', b'like', b'mini', b'rave', b'bitch', b'bumpin']",1
"[b'must', b'light', b'skin', b'hoe', b'campaignmindy', b'lmfao', b'wtf', b'mean', b'af', b'trickinggawd', b'he', b'wasnt', b'ready', b'bruh', b'rip', b'httptcoljrqrdbmfi']",0
"[b'musta', b'let', b'dem', b'retards', b'food', b'shop', b'one', b'step', b'boots', b'da', b'foodtown', b'yall', b'know', b'step', b'niggas', b'shoes']",1
"[b'mute', b'hoe']",1
"[b'mutes', b'pussy', b'and', b'smh']",1
"[b'muzzled', b'pit', b'bull', b'throat', b'slit', b'found', b'side', b'road', b'pa', b'httptcofisqnvlxu', b'via', b'examinercom', b'hideous', b'abuse', b'throat', b'slit', b'left', b'to', b'die']",2
"[b'my', b'sister', b'use', b'walk', b'blade', b'everynight', b'way', b'i', b'see', b'bitch', b'dont', b'no', b'place', b'try', b'amp', b'tell', b'wtf', b'i', b'amp', b'shouldnt']",1
"[b'my', b'saying', b'bitch', b'go', b'get', b'yo', b'nigga', b'hoe', b'cuz', b'im', b'gonna', b'beat', b'yo', b'ass', b'like', b'gonna', b'beat', b'nigga', b'bitch', b'go', b'get', b'yo', b'nigga']",1
"[b'my', b'fantasy', b'reign', b'starts', b'today', b'got', b'pussy', b'nigga', b'los', b'first', b'lmaocmon', b'seattle', b'd', b'cut', b'upppppp']",1
"[b'my', b'hawaiian', b'thought', b'day', b'no', b'aloha', b'muzzie', b'pigs', b'ever']",2
"[b'my', b'instagram', b'bitch', b'telling', b'i', b'cant', b'follow', b'person', b'fuck']",1
"[b'my', b'instagram', b'song', b'aint', b'bout', b'postin', b'pictures', b'hoes', b'allowed', b'post', b'pictures', b'i', b'aint', b'posting', b'none']",1
"[b'my', b'lil', b'cousin', b'locked', b'years', b'beating', b'bitch', b'metal', b'bucket']",1
"[b'my', b'moor', b'friendsno', b'black', b'friendsbut', b'moor', b'friends', b'said', b'nigger', b'came', b'nigeriayou', b'loststop', b'tagging']",1
"[b'my', b'oriental', b'gallery', b'blog', b'the', b'new', b'land', b'free', b'enterprise', b'httptcopztz']",2
"[b'my', b'ralph', b'lauren', b'jacket', b'comes', b'tomorrow', b'im', b'giving', b'free', b'hugs', b'bitches', b'know', b'high', b'quality', b'fabric', b'feels', b'like']",1
"[b'my', b'true', b'life', b'episode', b'comes', b'later', b'tonight', b'pm', b'central', b'time', b'true', b'life', b'i', b'wanna', b'tranny']",1
"[b'my', b'twitter', b'app', b'poo', b'trash']",2
"[b'my', b'advice', b'day', b'if', b'trannygo', b'fuck', b'self', b'httptcowgzhzku']",0
"[b'my', b'alarm', b'clock', b'callin', b'lol', b'wake', b'yo', b'ass', b'get', b'money', b'bitch']",1
"[b'my', b'arguement', b'shes', b'baddest', b'white', b'girl', b'shes', b'trashher', b'argurment', b'shes', b'trash', b'but', b'shes', b'paid']",2
"[b'my', b'asshole', b'credentials', b'even', b'rednecks', b'hate']",1
"[b'my', b'aunt', b'said', b'im', b'handsome', b'fuck', b'hoes']",1
"[b'my', b'auto', b'correct', b'makes', b'sound', b'fob']",2
"[b'my', b'baby', b'lexy', b'she', b'whole', b'aint', b'shit', b'bitch', b'winter', b'sorry', b'ass', b'rwd', b'thats', b'flaw', b'still', b'love', b'tho', b'httptcougfhrdrxt']",1
"[b'my', b'baby', b'boy', b'asleep', b'monkey', b'i', b'since', b'i', b'little', b'i', b'love', b'son', b'much', b'httptcoiosarfsro']",2
"[b'my', b'baby', b'guinea', b'pig', b'cute', b'adorable']",2
"[b'my', b'bad', b'dawg', b'thats', b'yo', b'hoe']",1
"[b'my', b'bad', b'that', b'lipsdriprubies', b'rt', b'vofd', b'why', b'bitches', b'act', b'like', b'i', b'cant', b'read', b'like', b'words', b'dont', b'meaning']",1
"[b'my', b'bae', b'said', b'u', b'bitches', b'watch', b'yall', b'mouth', b'lmao']",1
"[b'my', b'barber', b'bein', b'able', b'cut', b'hair', b'yesterday', b'really', b'prevented', b'goin', b'club', b'gettin', b'mad', b'bitches', b'b', b'owe', b'free', b'cuts']",1
"[b'my', b'best', b'friend', b'loves', b'justin', b'beiber', b'fag', b'cryystalina']",0
"[b'my', b'best', b'friend', b'says', b'i', b'dont', b'need', b'love', b'right', b'thinks', b'soon', b'love', b'monkey']",2
"[b'my', b'bestfriend', b'biggest', b'bitch', b'i', b'know', b'thats', b'best', b'friends', b'lol']",1
"[b'my', b'bf', b'iamthedannibal', b'loves', b'crows', b'thought', b'might', b'enjoy', b'last', b'tweet']",2
"[b'my', b'bird', b'got', b'headache']",2
"[b'my', b'bitch', b'httptcovvspamru']",1
"[b'my', b'bitch', b'remy', b'stuck']",1
"[b'my', b'bitch', b'ass', b'buddy', b'pmo']",1
"[b'my', b'bitch', b'ass', b'like', b'allergic', b'reaction', b'service', b'faction']",1
"[b'my', b'bitch', b'bad']",1
"[b'my', b'bitch', b'bad', b'like', b'brittany', b'i', b'wish', b'i', b'brittany']",1
"[b'my', b'bitch', b'bad', b'lookin', b'like', b'bag', b'laundry']",1
"[b'my', b'bitch', b'bad', b'piece', b'yo', b'bitch', b'got', b'bad', b'feet']",1
"[b'my', b'bitch', b'bad', b'islands']",1
"[b'my', b'bitch', b'bre', b'ina', b'good', b'mood', b'freed', b'young', b'hogg']",1
"[b'my', b'bitch', b'anything', b'except', b'average']",1
"[b'my', b'bitch', b'cold', b'average', b'couldnt', b'fuck', b'last', b'bitch']",1
"[b'my', b'bitch', b'cold', b'average', b'you', b'couldnt', b'fuck', b'last', b'bitch']",1
"[b'my', b'bitch', b'educated', b'clients', b'pay', b'payments']",1
"[b'my', b'bitch', b'magic', b'city', b'shaking', b'ass', b'amp', b'titties', b'httptcolpfjviwrqn']",1
"[b'my', b'bitch', b'get', b'nerves']",1
"[b'my', b'bitch', b'gotta', b'fly', b'flyer']",1
"[b'my', b'bitch', b'pussy', b'got', b'hella', b'powers']",1
"[b'my', b'bitch', b'pussy', b'multipurpose', b'take', b'dick', b'hide', b'dope']",1
"[b'my', b'bitch', b'say', b'im', b'dog', b'house', b'fuck', b'you', b'mean']",1
"[b'my', b'bitch', b'say', b'im', b'dog', b'house', b'fuck', b'mean']",1
"[b'my', b'bitch', b'loaded', b'last', b'night', b'younglifted']",1
"[b'my', b'bitch', b'ralphy', b'thanks', b'httptcoaakwohdfgv']",1
"[b'my', b'bitch', b'work', b'chic', b'fil', b'says', b'real', b'b', b'dory', b'rt', b'to', b'save', b'a', b'life', b'httptcodkqvo']",1
"[b'my', b'bitches', b'related', b'they', b'kissing', b'cousins']",1
"[b'my', b'bitches', b'cleaning', b'httptcocgdxrzow']",1
"[b'my', b'bitches', b'get', b'christians', b'nigga']",1
"[b'my', b'bitches', b'average', b'spend', b'money', b'i', b'got', b'ya', b'girl', b'want', b'gon', b'get', b'fucked', b'aint', b'askin']",1
"[b'my', b'bitches', b'pop', b'pussypop', b'gum', b'pop', b'pills']",1
